item_id,feature_1,feature_2,feature_3,feature_4,feature_5
0,0.05233242397814025,0.016174336218216883,0.029959084564600728,0.001923872576327691,0.10349553714856695
1,0.004264846089338974,0.0019314510429577244,0.0022230330013280277,7.631752299151772e-06,0.007669360589960064
2,0.0,0.0,0.0,0.0,1.2602196324398293e-256
3,0.0027812004646219973,0.0017488605275015894,0.0049455470889591445,0.008593632719197403,0.005077418266211662
4,0.0,0.0,0.0,0.00054678268327892,0.00836300121839651
5,0.033528220273919926,0.006286821143217751,0.0,0.009394125223184812,0.059471785147538814
6,0.03014928771503727,0.010673323185096345,0.03033459770430019,0.0,0.034029287508441614
8,1.2128352960665229e-05,0.0,0.0014836462840372554,7.039349801494558e-05,0.0
9,0.009370036115241398,0.009573915738037888,0.01580165547828611,0.0012475074142420605,0.024093056112163853
10,0.00505998271286365,0.030742720683155835,0.0586139228558988,0.023045827824111995,0.3376103764869938
11,0.029027724230869804,0.06597183103625417,0.1154890936958306,0.01944452204621469,0.1320936242999037
12,0.03995719285731475,0.008482299508286363,0.024404754872580516,0.056511970274631486,0.13331295156889542
13,0.002250605545673743,0.013431970829506248,0.004781962862468938,0.01563783654727305,0.013027883925342163
14,0.0,1.8312400358053435e-05,0.0,6.469496273112562e-05,0.00032646296470920105
15,0.018936812784836173,0.0,0.006523002170021656,0.0,0.04353400039407812
16,0.0,0.0,0.0,0.0,0.006646165996515036
17,0.0,0.0,0.0,0.0,2.0088915709732366e-255
18,0.14188507926969468,0.07162819351354859,0.09044547757846769,0.0,0.5308509569522727
19,0.003910455011083224,0.009159220373536966,0.005807675550848013,0.0,0.04081483912487933
20,0.026499401941814264,0.023354922699176727,0.026742225226643438,0.026248250528673717,0.10206617595920367
21,0.0,0.010913737797412506,0.02611614310351266,0.005215071288490832,0.06176592517450144
22,0.0,0.01180639571853701,0.0002839579175610611,0.004510684509269625,0.03598403682746183
23,0.005219429818403294,0.007899654792956505,0.021427499020748485,0.01523395492295803,0.03135062087819851
24,0.010535800847423022,0.017431257299413947,0.0,0.004688010724904261,0.16088576069690297
25,0.0,0.0,0.014115214661900988,0.01639269636204138,0.018822394323315367
26,0.009148265790333034,0.025850372536009143,0.005686965954186471,0.009354682237068956,0.07079722332350769
27,2.5531388948792624,0.0,0.0,0.0,0.0
28,0.0,0.0035618048602225733,0.005840363054457839,0.0,0.00982487749644973
29,0.0,0.0,0.007095730873775217,0.0,0.0017508679560736826
30,0.0,0.0,0.005032867698772809,0.0,0.0
31,0.0015426232472854611,0.0,0.009537386201886579,0.0,0.011686746853492212
32,0.0,0.004664133786831823,0.0,0.0,0.003240209678626518
33,0.005316620110625799,0.0,0.0,0.005709733346047684,0.017797852143357166
34,0.0,0.004414102776815127,0.0,0.0,0.0017053397137320441
35,0.0006504222434024677,0.0017294813301715155,0.002014436378491422,0.0005146595242667207,0.009362810413765589
36,0.006488137905403346,0.0,0.0,0.0,0.0032415880479473498
37,0.016940364169065733,0.01753126463128096,0.018554837789091012,0.03858286600644001,0.1199643236770825
38,0.004209405690986576,0.0,0.00799453191557658,0.03769835812662277,0.06596765457594589
39,0.0,0.012599958830620168,0.004769456941076355,0.003985779742505268,0.012846873110909152
40,0.0030168794928897504,0.0,0.00456318867383155,0.0023889709106214383,0.0012785680288014438
41,0.0,0.0,0.0,0.0,0.00309171547318617
42,0.001597780342770085,0.029759298287253523,0.039885089731327095,0.010213807160021389,0.06785673769791384
43,0.0020486224224148,0.0,0.0,0.0,0.009637201873175254
44,0.002552025270068203,0.009485689710581531,0.02783336967153861,0.004756369870735576,0.0
45,0.0,0.0,0.025367730319412817,0.013127451340287321,0.043811967483317664
46,0.03008503901232623,0.03498640809860209,0.01290510019493548,0.009039892403540846,0.13446254483293107
47,0.012522455560038665,0.0,0.04288510647454715,0.05364304672198226,0.20650231397397203
48,0.0026655530270779425,0.008344807832108274,0.002777045288591112,0.005326656477587533,0.001484623567871468
49,0.016532817905492287,0.014610776937697406,0.010547873097260482,0.03951716636426369,0.23567935717444313
50,0.008692968943010856,9.244690587903247e-05,0.0,0.0038956473344160442,0.02522604579070579
51,0.0,0.0,0.05560056909986899,0.031252093356297826,1.0659426400460854
52,0.07578955970489425,0.0,0.0,0.0,1.1523848031776298
53,0.00784541864039128,0.0071370507316133565,0.0011874652159210566,0.0014436027415043154,0.011053827911545947
54,0.0,0.003296266438128022,0.023104471288579127,0.001073380875938016,0.031499183319899954
55,0.01805771848363867,0.0311192617255493,0.027221796647398114,0.0659494868329412,0.22095184955447272
56,0.029364630441468597,0.016128320235442913,0.06387178113867487,0.016215154008536844,0.16719584964320067
57,0.0193495062842915,0.029154612536154048,0.006690127694377481,0.0021075769578310943,0.06294299839485379
58,0.004189917060893818,0.01544301515235328,0.007934656163849614,0.01246262853991736,0.011848683668586709
59,0.010132872280205768,0.0,0.008346785424664415,0.0271058048517052,0.0644900823828505
60,0.009318567732166681,0.015659949665149185,0.03673785615694445,0.057930870918580415,0.11550112066092842
61,0.10085944685415694,0.02685612343406986,0.11960628514673623,0.07039607769727825,0.5042554359761315
62,0.003050716916135385,0.053934488282763315,0.027815029629264836,0.0,0.900744009398322
63,0.00795652768206836,0.013517347116168851,0.016757059774061427,0.003950229010570313,0.037084814949094325
64,0.024289234761997784,0.009927052827075605,0.0326341554472726,0.030872677334031227,0.15930473906855186
65,0.009631959312848768,0.00614255206551563,0.02485991350807229,0.04233399050322283,0.12686486873609826
66,0.0,2.392007880001334,0.0,0.0,0.0
67,0.00572831148762081,0.0,0.009154001372240022,0.005576601601549222,0.05901475307064981
68,0.0,0.0,0.0,0.012455243440170257,1.3981704041958825
69,0.0061305225651085106,0.01222928965485114,0.012860899085219785,0.008706273139053013,0.026290797934706782
70,3.9767517432034096e-05,0.017999897163836712,0.025760632212886683,0.006641064881682286,0.10608925394190069
71,0.0027193476535893415,0.012293433405640196,0.011245431484005393,0.005330938460515618,0.03568591500339894
72,0.008974659672413976,0.0026013437574610504,0.006386272752643341,0.009964161997321511,0.0
73,0.0,0.00904664314079591,0.0,0.0012448763389239002,0.06909948465636948
74,0.0,0.00458320069431316,0.00439652901742957,0.0,0.021997273829957052
75,0.0013271178280153503,0.003862230246991846,0.007625574285057895,0.006117474084733286,0.003926310577050794
76,0.0,0.018782016022272554,0.0,0.05164614646005936,0.1921592869334799
77,0.0,0.012111445291174949,0.0,0.7793532011820304,0.755863129397234
78,0.07644576298073832,0.03729488495147211,0.014280917982422857,0.08252389385986274,0.1486999890329176
79,0.03317615509774322,0.049290907897977014,0.007367808266309714,0.03459867952212983,0.1384913248979747
80,0.03512172497591623,0.08052401949887386,0.02900073302463348,0.04618179624222839,0.1494848590996634
81,0.005691514918530328,0.028993156703601208,0.04916851168947817,0.05245173282305126,0.27172948851669193
82,0.008887745383307673,0.0015570849323602598,0.006273833123235499,0.007012625689771227,0.01194860934798279
83,0.02024195960678362,0.0005661618869027697,0.012547962267309663,0.0,0.4071456408619759
84,0.0027277072390033408,0.00381333448064814,0.0,0.0,0.009930474887171902
85,0.016637309632927547,0.003826098370700317,0.0116878460794151,0.021594710992483425,0.10262882169557104
86,0.0005337920000626334,0.0,0.01031065753883851,0.03355017777865305,0.0915189629737126
87,0.03617330760124633,0.03644437353409227,0.014349928709262551,0.021755923268904267,0.20814716160967622
88,0.09415535672227729,0.09233992641833833,0.02623168987225553,0.002979281880836084,0.2504361049789754
89,0.01638628509562768,0.010560228737107751,0.0678794344340241,0.07756251673145496,0.6745353583526934
90,0.017823479219773307,0.08476305496871378,0.030120563487662864,0.032141231521570675,0.38783405046784836
91,0.0,0.0,0.0,2.5606793947718014,0.0
92,0.023706797639734767,0.03340218392285208,0.06637497878977021,0.0,0.5497242202703019
93,0.0,0.042737057539246594,0.11378940164957745,0.0,1.0475251477910317
94,0.0,0.0,0.0,0.024966183300859278,1.4640314458139367
95,0.0,0.0,0.0,0.07808601685600948,1.20866653127413
96,0.10101450728232873,0.0016131360611230312,0.0,0.0,1.508984370610786
97,0.04078423189960342,0.047526393164507116,0.06648012381389454,0.03633299373156261,0.0619884951807829
98,0.0,0.07476973788891754,0.035511999481905365,0.04420792241149305,0.8591262117334795
99,0.0,0.0,0.0,0.0,2.2970705707828234
100,0.0,0.0932925584927462,1.9603885415830677,0.0,0.000681489403411058
101,0.0,0.0,2.6402736555930595,0.0,0.0
